;;;;;;;;;;;
;B37BØHA05NY10805;B37BØHV04D2;B37BØHV04D3;B37BØHV04D3N;B37BØHV04N;B37BØHV04N1;B37BØRN01DU;B37CHIPK01;B37CHIPK01A;B37CHIPK01B;B37CHIPK02
;B37CHIPK02A;B37CHIPK02B;B37CHIPK03;B37CHIPK04;B37CHIPK04B;B37CHIPK05;B37CHIPK05B;B37CHIPK06;B37DEP01;B37DEP01BESTX;B37DEP01GL1010
;B37DEP01GL1106;B37DEP01PROVE;B37DEP02A;B37DEP02AGL1201;B37DEP02AGL137;B37DEP02ANY;B37DEP02ANY1;B37DEP02ANYX;B37DEP02AX;B37DEP02C;B37DEP02CGL1106
;B37DEP02CGL1201;B37DEP02CGL137;B37EALM50;B37EFAST50;B37EKAU50GL1609;B37EKAU51;B37EKAU51X;B37ENKTK01;B37FAST50;B37FAST50GL1011;B37FAST50GL12
;B37FAST50NY10;B37FAST50NY11;B37HÅND53;B37INDVPR;B37INRI01;B37KAU50;B37KAU50G104;B37KAU50GL;B37KAU50X;B37KAU50X1;B37KAU51
;B37KONVWEB01;B37KORT04FORS;B37KORT04GL1;B37KORT04GL3;B37KORT04GL912;B37KORT31;B37KORT31GL1009;B37KORT31GL1106;B37KORT31GL810;B37KORT31GL910;B37KORT32
;B37KORT32GL1009;B37KORT32GL810;B37KORT32GL910;B37KORT36;B37KORT36GL1009;B37KORT54GL909;B37KORT54M;B37KRED50;B37KRED50G131;B37KRED50GL1609;B37KRED50NY
;B37KUN01;B37KUN01GL;B37KUN01GL1501;B37KUN01M;B37KUN01MGL1301;B37LØN11GL307;B37LØN11K;B37LØN11MB;B37MAIO01;B37MAIO01M;B37MAPH01
;B37MAPH01GL;B37MAPH02GL;B37MAPH02GL809;B37MAPH02PARK;B37PEN45;B37RAIO05;B37RAIO05M;B37RMBU01;B37SAER03;B37TILL02NYT;B37TING01
;B37TING03UA;B37TING03X;B37TRAN04DU;B37VDKRÅD07;B37WEB01GL0301;B37WEB01GL0503;B37WEB01GL1101;B37WEB01GL302;B37WEB03;B37WEB03G1310;B37WEB03GL0202
;B37WEB03GL0302;B37WEB03GL0503;B37WEB03GL1106;B37WEB03GL11061;B37WEB03GL403;B37WEB03GL711;B37WEB03GL910;B37WEB03TEST;B37WEB06;B37WEB06GL0305;B37WEB06GL1106
;B37WEB06GL11061;B37WEB06GL403;B37WEB06GL711;B37WEB06GL910;B37WEB07;B37WEB08;B37WEB50;B37WEB50GL504;B37WEB50GL705;B37WEB50GL708;B37WEB50GL711
;B37WEB51;B37WEB51GL0305;B37WEB51GL403;B37WEB51GL711;B37WEB51W;B37WEB80;B37WEB80G105;B37WEB80G1104;B37WEB80GL11061;B37WEB80GL1302;B37WEB80GL1312
;B37WEB80GL910;B37WEB80X;B37WEB81;B37WEB81GL11061;B37WEB81GL1302;B37WEB81GL910;B37WEB81TEST;B37WEB81X;B37XKAP01;B37XRAT01;B41KUN01
;B48BØRNAKT;B48DEP01;B48DEP01S;B48DEP02C;B48DEP02CS;B48KORT30;B48KORT31;B48KORT32;B48KORT33;B48KORT36;B48KUN01
;B48KUN01S;B48STJANDEL01;B48STJKORT30;B48STJKORT31;B48STJKORT33;B48STJKORT36;B48STJKUN01;B48STJRÅD07;B48STJSTJ;B48VDKRÅD07;B51EALM1109
;B53DEP01;B53DEP02A;B53DEP02C;B53TESTDEP01;B62DEP01;B62DEP02C;B62KORT31;B62KORT32;B62KORT33;B62KTPRIS11;B62KUN01
;B62SCOPG07;B66DEP01;B66DEP02C;B67DEP01;B67DEP02C;B67KORT30;B67KORT31;B67KORT32;B67KORT33;B67KORT36;B67KTPRIS05
;B67KTPRIS06;B67KTPRIS07;B67KTPRIS08;B67KTPRIS09;B67KTPRIS10;B67KTPRIS11;B67KTPRIS12;B67KUN01;B67STJKORT30;B67STJKORT31;B67STJKORT32
;B67STJKORT33;B67STJRÅD07;B67VDKRÅD07;B73OPG3A;B78LOF039;B78LOF040;B78LOF048;B78LOF066;B78LOF070;B78LOF073;B79KORT31
;B80KORT32;B82DEP01;B82DEP02C;B82KUN01;B87ANDEL01;B87BØRN01;B87BØRN01DU;B87DEP01;B87DEP02C;B87EALM50-2-2800;B87EKAU50
;B87EKAU51;B87ELECTRONBARN;B87HVBOPG07;B87HÅND53;B87KAU50;B87KAU51;B87KORT31;B87KORT32;B87KORT33;B87KUN01;B87MASTERPRIVAT
;B87PANT03;B87PANT05;B87TING03;B90LØN11GL307;B90SAER03;B90TING03;B90WEB01GL0503;B90WEB01GL404;B90WEB03;B90WEB03GL0202;B90WEB03GL0305
;B90WEB03GL0503;B90WEB03GL404;B90WEB06;B90WEB06GL0305;B90WEB51;B90WEB51GL0305;B932010KTPRIS01;B932010KTPRIS02;B932010KTPRIS03;B932010KTPRIS04;B932010KTPRIS06
;B932010KTPRIS07;B932010KTPRIS08;B932010KTPRIS10;B932010KTPRIS11;B932010KTPRIS12;B93KORT30;B93KORT31;B93KORT32;B93KORT32TEST;B93KTPRIS01;B93KTPRIS02
;B93KTPRIS03;B93KTPRIS04;B93KTPRIS06;B93KTPRIS07;B93KTPRIS08;B93KTPRIS10;B93KTPRIS11;B93KTPRIS12;B93KUN01;B93KUN01BTD;B93KUN01PRINT
;B93KUN01TEST;B93MASTERFIRMA;B93MASTERFIRMAÆ;B93SKA04;B93VDKRÅD07P;B93VDKRÅD07PRI;B93VDKRÅD07PRIV;B93VDKRÅD07PRIVÆ;B95AFTALE53;B95AFTALE54;B95AFTALE56
;B95DEP01OPR;B95DEP02A;B95DEP02C;B95EFAST50OPR;B95KAU01;B95KORT31;B95KORT32;B95KORT33;B95KORT36;B95KORTFOR;B95KTPRIS07
;B95KTPRIS08;B95KTPRIS10;B95KTPRIS11;B95KTPRIS12;B95KUN01;B95SERV51;B95TRAN04;B95VDKRÅD07;B95VDKRÅD07B;B95WEB51;B98FØLGEF1
;B98FØLGEF2;B98FØLGEF3;B98FØLGEF5;BECANDEL01A;BECBEGUN01;BECBOLIG98;BECBØRN01;BECBØRN01DU;BECBØRN51;BECDEP01;BECDEP02A
;BECDEP02C;BECEEKAU50;BECEEKAU51;BECEHÅND53;BECEJERVIRKB;BECEJERVIRKC;BECEKAU50;BECEKAU51;BECEPKAU50;BECEPKAU51;BECHÅND53
;BECKAU50;BECKUN01;BECLOF039;BECLOF040;BECLOF048;BECLOF066;BECLOF070;BECLOF073;BECPANT03;BECPANT04;BECPEN01
;BECPEN02;BECPEN20;BECPEN40;BECPEN45;BECPEN60;BECPEN65;BECRAT18;BECSKADE04B;BECSKADE05B;BECTING03;BECTRAN04
;BECUPANT01F;BECWEB07;BECWEB08;C05DEP01;C05DEP02C;C05KUN01;C07DEP01;C07DEP02C;C07KUN01;C09DEP01;C09DEP02C
;C09KUN01;C15DEP01;C15DEP02C;C15KUN01;C25DEP01;C25DEP02C;C25KUN01;C28DEP01;C28DEP02C;C28KUN01;C29DEP01
;C29DEP02C;C29KUN01;C30DEP01;C30DEP02C;C30KUN01;C31DEP01;C31DEP02C;C31DEP02CS;C31KUN01;C33DEP02C;C33DEP02CS
;C33KUN01;C39DEP01;C39DEP02C;C39DEP02CS;C39KUN01;C42DEP01;C42DEP02C;C42DEP02CS;C42KUN01;C46DEP01;C46DEP02C
;C46KUN01;C52DEP01;C52DEP02C;C52KUN01;C53DEP02C;C53KUN01;C58DEP01;C58DEP02C;C58KUN01;C59DEP01;C59DEP02C
;C59KUN01;C61DEP01;C61DEP02C;C61KUN01;C68DEP01;C68DEP02C;C68KUN01;C72DEP01;C72DEP02C;C72KUN01;C74DEP01
;C74DEP02C;C74KUN01;C77DEP02C;C77KUN01;C79DEP01;C79DEP02C;C79KUN01;C81DEP01;C81DEP02C;C81KUN01;C83DEP01
;C83DEP02C;C83KUN01;C89DEP01;C89DEP02C;C89DEP02CS;C89KUN01;C95DEP01;C95DEP02C;C95DEP02CS;C95KUN01;C96DEP01
;C96DEP02C;C96KUN01;E38KUN01;E38KUN01-GL;E38KUN01-X;E38KUN01-Z;E53BØRN01;E53BØRN01G;E53BØRN15;E53DEP02A;E53DEP02AF
;E53DEP02C;E53KAU51;E53KAU51N;E69DEP01;E69DEP01A;E69DEP01Z;E69DEP02A;E69DEP02C;E69DEP02CZ;E69HÅND53;E69KUN01
;E69KUN01A;E69KUN01NY;E69KUN01Z;E69TRAN04;E69TRAN04-A;E69TRAN04TEST;E69UPANT01F;E71EKAU51;E71HÅND53;E71KAU50;E71KAU51
;E71KTO01;E71KTO02;E71KTO03;E71KTO10;E71LEBOPG07;E71LEBOPG08;E71LEBOPG10;G08BØRN01;G08BØRN01DU;G08DEP01;G08DEP01TEST
;G08DEP02A;G08KUN01;G08KUN01-NY;G08TINGLYSB54;G08TINGLYSB56;J15ANDEL01A;J15EKAU51;J15EKAU51_GL;J15KAU50;J15KUN01;J15SKADE04B
;J15SKADE05B;J15TCHOPG07;J15TRAN04;J26DEP02A;J26DEP02C;J26KUN01;J28HÅND53;J30EEKAU50;J30EEKAU51;J30ESKADE04B;J31DEP01
;J31DEP02A;J31DEP02C;J31KUN01;J43DEP02C;J55ANDEL01A;J55EKAU51;J55HÅND53;J55KAU50;J55KUN01;J55SKADE04B;J55SKADE05B
;J55TRAN04;J60DEP01;J60DEP02A;J60DEP02C;J60EKAU51;J60HÅND53;J60KAU50;J60KAU51;J60KUN01;J65DEP02A;J65DEP02C
;J65EKAU51;J65GLKAU500715;J65HÅND53;J65HÅND53COPY;J65KAU50;J65KAU51;J65TESTPANT03;J65TESTPANT04;J70EKAU51;J70KAU50;J70KUN01
;J75DEP02A;J75DEP02C;J75EKAU51;J75HÅND53;J75HÅND53COPY;J75KAU50;J75KAU51;J76DEP02A;J76DEP02C;J76EKAU51;J76HÅND53
;J76KAU50;J76KAU51;J76KAU51COPY;J77DEP02A;J77DEP02C;J77EKAU51;J77HÅND53;J77KAU50;J77KAU51;J77KAU51COPY;J88KUN01
;J88KUN01-3270;PJKUN01;RINKORT31Y;XB41KUN01;;;;;;;
;;;;;;;;;;;
.in nobreak (NUMBER) mm ;B20WEB90;;;;;;;;;;
;;;;;;;;;;;
.in nobreak (SIZE) ;B19BASIS01;B20WEB90;;;;;;;;;
;;;;;;;;;;;
.in nobreak +7mm ;B37UNCH02;B37UNKVB01;B37UNMO02;B37UNPO02;;;;;;;
;;;;;;;;;;;
.in off ;E69HØSTPTB;;;;;;;;;;
;;;;;;;;;;;
.in omm ;B19RISIKOM01;B26ALM01;B26SÆRLINDL58;B28HØKTB01;;;;;;;
;;;;;;;;;;;
.in+1 ;B19GARUDL01;G08GARUDL01;;;;;;;;;
;;;;;;;;;;;
.in+15 ;B26GARANTIB01;B33608B01;;;;;;;;;
;;;;;;;;;;;
.in+1mm ;B19UDLFBB1;B19UDLFBB2;;;;;;;;;
;;;;;;;;;;;
.in+2 ;B19ALLONGEB3;B931;B93BLAANREST;B93BRYKDATO;B93BRYKINKASSO;B93BRYKINKCHM;B93BRYKSNAREST;B93RYKKER1;B93RYKKER2;B93RYKKONTAKT;
;;;;;;;;;;;
.in+2mm ;B19GARREK01;;;;;;;;;;
;;;;;;;;;;;
.in+3 ;B26GARANTIB02;B26GARANTIB03;B26GARANTIB04;B26GARANTIB05;B33763B01;;;;;;
;;;;;;;;;;;
.in+30 ;B26SÆRLINDLB06;;;;;;;;;;
;;;;;;;;;;;
.in+35 ;B33763B01;;;;;;;;;;
;;;;;;;;;;;
.in+4 ;B19FULDM01;B26GARANTIB01;B33608B01;;;;;;;;
;;;;;;;;;;;
.in+5 ;B26VEX01;;;;;;;;;;
;;;;;;;;;;;
.in+5mm ;B28142KB01;B28BOLIGKTB01;B35142KD01;;;;;;;;
;;;;;;;;;;;
.in-1 ;B26GARANTIB01;B33608B01;;;;;;;;;
;;;;;;;;;;;
.in-15 ;B26GARANTIB01;B33608B01;;;;;;;;;
;;;;;;;;;;;
.in-1mm ;B19UDLFBB1;B19UDLFBB2;;;;;;;;;
;;;;;;;;;;;
.in-2 ;B26CHECKB02NY;B26CHECKB03NY;B26CHECKB04NY;B26CHECKB05NY;;;;;;;
;;;;;;;;;;;
.in-2mm ;B19GARREK01;;;;;;;;;;
;;;;;;;;;;;
.in-3 ;B33763B01;;;;;;;;;;
;;;;;;;;;;;
.in-30 ;B26SÆRLINDLB06;;;;;;;;;;
;;;;;;;;;;;
.in-4 ;B19FULDM01;B26GARANTIB01;B33608B01;;;;;;;;
;;;;;;;;;;;
.in-5 ;B29AWTLON;B29LON;B29LONZ;B29OLDLON;B35RETURB01;;;;;;
;;;;;;;;;;;
.in-5mm ;B28142KB01;B28BOLIGKTB01;B35142KD01;;;;;;;;
;;;;;;;;;;;
.in-8 ;B26GARANTIB02;B26GARANTIB03;B26GARANTIB04;B26GARANTIB05;;;;;;;
;;;;;;;;;;;
.in0 ;B25FORLKKB01;B29AWTFBD;B29AWTHLD;B29BIC;B29BID;B29BLC;B29BLD;B29BLM;B29BOM;B29BOMK;B29FBC
;B29FBD;B29FBM;B29HLC;B29HLD;B29HLM;B29KKC;B29KKM;B29LKM;B29MAT;B29MAT1;B29MAT2
;B29MAT3;B29MAT4;B29MATA;B29MATY;B29NET;B29NLC;B29NLM;B29OLDFBD;B29OLDHLD;B29OLDLKC;B29OLDMAT
;B29OLDMAT1;B29PCS;B29TIDA;B30BERBEGGEN;B30BERBEGOML;B30BEREGNBEGGE;B30BEREGNBEGGEN;B30BEREGNKAP;B30BEREGNKAPN;B30BEREGNRATE;B30BEREGNRATEN
;B30BERKAPN;B30BERKAPOML;B30BERKAPOMLC;B30BERKAPOMLCC;B30BERRATEN;B30BERRATEOML;B30BILMGL;B30BOLIGMGL;B30IND65;B30IND67;B30INDEKS65
;B30INDEKSOML;B30KAPOGRATE;B30KAPOGRATEN;B30KOGRATEN;B30KOGROML;B90SOLI;B95PENSB1;;;;
;;;;;;;;;;;
.in09 ;B31KAPF1;;;;;;;;;;
;;;;;;;;;;;
.in0mm ;B35GÆLDSPLEJE;E71RAMME;E71RAMMEZ;;;;;;;;
;;;;;;;;;;;
.in1 ;B33PFAB04;;;;;;;;;;
;;;;;;;;;;;
.in1 ¤ Efterfølgende regulering ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in1 ¤ Fælles slutafregning ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in1 ¤ Gennemførelse af slutafregning ved netting ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in1 ¤ Meddelelse om slutafregning ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in1 ¤ Mellemværender, som kan udlignes ved netting ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in1 ¤ Slutafregning efter andre aftaler ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in1 ¤ Slutafregningsgrunde ;B37ALM01EHV;B37ALM01EHVG0211;B37ALM01EHVNY;B37EALM01;B37EALM01NY1;B37EALM50G131;B90EALM01;B90EALM01GL306;;;
;;;;;;;;;;;
.in10 ;B35BREVHOVED01;B35PEN97B06;B95PENSB1;;;;;;;;
;;;;;;;;;;;
.in10mm ;B35GÆLDSPLEJE;B3712342PENS20;B3712342PENS25;;;;;;;;
;;;;;;;;;;;
.in11 ;B05SERV1;;;;;;;;;;
;;;;;;;;;;;
.in12 ;B33UDLCHB01X;B33UDLCHB01Z;;;;;;;;;
;;;;;;;;;;;
.in2 ;B04FLGBR1;B04FLGBR2;B04FLGBR3;B04FLGBR4;B04FLGBR5;B04KTO200X;B04PIND;B04SOP;B04U18;B04U18A;B25PCSERVF1
;B26CHECKB02NY;B26CHECKB03NY;B26CHECKB04NY;B26CHECKB05NY;B33633B01;B33703B01;B35PEN97B02;B35PEN97B04;B35PEN97B05;;
;;;;;;;;;;;
.in20 ;B75OVFB01;;;;;;;;;;
;;;;;;;;;;;
.in27 ;B75BØB03;B75KAUTB01;;;;;;;;;
;;;;;;;;;;;
.in3 ;B04OPS;B26DIV52;B26FLGBRB01;B26FLGBRB02;B26FLGBRB03;B26FLGBRB05;B26FLGBRB09;B26FLGBRB11;B26FLGBRB18;B26FR11;B26FREDDY2
;B26FREDDY3;B26GARANTIB01;B26GARANTIB07;B26SÆRLINDLB06;B30BERBEGGEN;B30BERBEGOML;B30BEREGNBEGGE;B30BEREGNBEGGEN;B30BEREGNKAP;B30BEREGNKAPN;B30BEREGNRATE
;B30BEREGNRATEN;B30BERKAPN;B30BERKAPOML;B30BERKAPOMLC;B30BERKAPOMLCC;B30BERRATEN;B30BERRATEOML;B30BILMGL;B30BOLIGMGL;B30KAPOGRATE;B30KAPOGRATEN
;B30KOGRATEN;B30KOGROML;B33203B01;B33208B01;B33608B01;B33PFAB04;B75BEOTB01;B75BEVOVTRB;B75BILBOGB01;B75BILBOGB02;B75BUDGETB01
;B75BØB01;B75BØB02;B75BØB03;B75FAKTB01;B75FORSIKB01;B75FORSIKB02;B75FULDMB1;B75HÆVEKB01;B75INDEXB01;B75KAUTB01;B75KORTB01
;B75KRFB01;B75OVFB01;B75PÅMINDB;B75REGNB1;B75RYK1KRB1;B75RYK1ØVB;B75RYK2B1;B75RYK3B1;B75RYKB01;B75RYKB02;B75RYKKAUB1
;B75RYKUDLB1;B75TINGLB01;B75TINGLB02;B75TINGLB03;B75TINGLB04;B75TINGLB05;B75UNGKTOB01;B75VDANKB01;B75VDANKB02;;
;;;;;;;;;;;
.in4 ;B05SERV1;B26FULDMB03;B33703B01;B35PEN97B02;B35PEN97B04;B35PEN97B05;;;;;
;;;;;;;;;;;
.in5 ;B26FULDMB01;B26FULDMB02;B26GARANTIB06;B29AWTFBD;B29AWTHLD;B29AWTLON;B29BIC;B29BID;B29BLC;B29BLD;B29BLM
;B29BOM;B29BOMK;B29FBC;B29FBD;B29FBM;B29HLC;B29HLD;B29HLM;B29KKC;B29KKM;B29LKM
;B29LON;B29LONZ;B29NET;B29NLC;B29NLM;B29OLDFBD;B29OLDHLD;B29OLDLKC;B29OLDLON;B29PCS;B29TIDA
;B33643B01;GEN688B01;VES688B01;;;;;;;;
;;;;;;;;;;;
.in6 ;B26GARANTIB02;B26GARANTIB03;B26GARANTIB04;B26GARANTIB05;B30KOGRATEN;B30KOGROML;B33763B01;B35PEN97B06;B90SOLI;;
;;;;;;;;;;;
.in7 ;B19ALLONGEB3;B28RYPBB01;B35RETURB01;VBS783G01;;;;;;;
;;;;;;;;;;;
.in8 ;B33UDLCHB01X;B33UDLCHB01Z;;;;;;;;;
;;;;;;;;;;;
.in85mm ;B3712342PENS20;B3712342PENS25;;;;;;;;;
;;;;;;;;;;;
.in9 ;B90SOLI;;;;;;;;;;
;;;;;;;;;;;
.in9;.ll+15 ;;;;;;;;;;
